client,service,transaction_type,activity_date,amount
Horizon Technologies,Trade Settlements,Cash Settlement,2022-10-08,147
Horizon Technologies,Trade Settlements,Contract Renewal,2019-08-30,254
Horizon Technologies,Trade Settlements,Onboarding,2019-08-28,197
Horizon Technologies,Trade Settlements,Contract Renewal,2022-11-21,154
Horizon Technologies,Trade Settlements,Inquiry,2021-03-06,0
Horizon Technologies,Trade Settlements,FX Transaction,2022-05-06,151
Horizon Technologies,Trade Settlements,FX Transaction,2021-05-16,200
Horizon Technologies,Trade Settlements,Corporate Action,2022-07-25,560
Horizon Technologies,Trade Settlements,Reconciliation,2022-02-10,180
Horizon Technologies,Trade Settlements,Corporate Action,2020-08-14,153
Horizon Technologies,Trade Settlements,Reconciliation,2020-10-06,872
Horizon Technologies,Trade Settlements,Corporate Action,2022-06-22,64
Horizon Technologies,Currency Management,Contract Renewal,2019-01-20,506
Horizon Technologies,Currency Management,Reconciliation,2020-02-04,844
Horizon Technologies,Currency Management,FX Transaction,2022-02-24,527
Horizon Technologies,Currency Management,Corporate Action,2021-04-17,711
Horizon Technologies,Currency Management,Corporate Action,2021-05-01,737
Horizon Technologies,Currency Management,Corporate Action,2021-09-27,181
Horizon Technologies,Currency Management,Cash Settlement,2022-03-03,41
Horizon Technologies,Currency Management,Contract Termination,2020-08-21,43
Horizon Technologies,Currency Management,Onboarding,2020-04-05,560
Horizon Technologies,Currency Management,Onboarding,2019-12-11,809
Horizon Technologies,Currency Management,Corporate Action,2022-03-04,770
Horizon Technologies,Currency Management,Corporate Action,2022-01-30,533
Horizon Technologies,Currency Management,Cash Settlement,2022-03-18,126
Horizon Technologies,Currency Management,Onboarding,2023-05-07,566
Horizon Technologies,Custody,Contract Renewal,2022-01-15,852
Horizon Technologies,Custody,Trade Execution,2023-04-06,746
Horizon Technologies,Custody,Corporate Action,2022-01-23,233
Horizon Technologies,Custody,FX Transaction,2019-07-29,763
Horizon Technologies,Custody,Contract Termination,2020-09-01,905
Horizon Technologies,Custody,Trade Execution,2021-07-10,279
Horizon Technologies,Custody,Contract Renewal,2023-11-01,846
Horizon Technologies,Custody,Cash Settlement,2021-06-18,896
Horizon Technologies,Custody,Cash Settlement,2023-05-08,841
Horizon Technologies,Custody,Contract Termination,2020-03-05,840
Horizon Technologies,Custody,Contract Renewal,2023-10-30,737
Horizon Technologies,Custody,FX Transaction,2019-12-06,640
Horizon Technologies,Custody,Reconciliation,2023-05-27,221
Horizon Technologies,Custody,Contract Termination,2023-07-08,70
Sunburst Solutions,Hedge Fund Services,Contract Renewal,2021-12-26,297
Sunburst Solutions,Hedge Fund Services,Inquiry,2019-12-11,0
Sunburst Solutions,Hedge Fund Services,Contract Renewal,2022-12-12,309
Sunburst Solutions,Hedge Fund Services,Onboarding,2022-03-18,283
Sunburst Solutions,Hedge Fund Services,Inquiry,2022-10-23,0
Sunburst Solutions,Hedge Fund Services,Cash Settlement,2019-10-05,995
Sunburst Solutions,Hedge Fund Services,FX Transaction,2019-05-02,293
Sunburst Solutions,Hedge Fund Services,Reconciliation,2022-12-07,896
Sunburst Solutions,Hedge Fund Services,Reconciliation,2020-05-26,159
Sunburst Solutions,Hedge Fund Services,Contract Renewal,2023-08-24,263
Sunburst Solutions,Hedge Fund Services,FX Transaction,2021-09-29,155
Sunburst Solutions,Hedge Fund Services,Onboarding,2022-07-09,434
Sunburst Solutions,Hedge Fund Services,FX Transaction,2021-07-14,87
Sunburst Solutions,Hedge Fund Services,Cash Settlement,2021-04-05,537
Sunburst Solutions,NAV Calculation,Onboarding,2022-11-23,968
Sunburst Solutions,NAV Calculation,Contract Renewal,2021-07-20,983
Sunburst Solutions,NAV Calculation,Corporate Action,2020-11-01,605
Sunburst Solutions,NAV Calculation,Trade Execution,2023-11-15,802
Sunburst Solutions,NAV Calculation,Cash Settlement,2023-02-05,479
Sunburst Solutions,NAV Calculation,Contract Renewal,2023-10-08,74
Sunburst Solutions,NAV Calculation,Inquiry,2021-03-25,0
Sunburst Solutions,NAV Calculation,Contract Termination,2021-05-29,854
Sunburst Solutions,NAV Calculation,Contract Termination,2021-10-10,284
Sunburst Solutions,NAV Calculation,Contract Renewal,2023-08-24,300
Sunburst Solutions,NAV Calculation,Contract Renewal,2022-01-25,601
Sunburst Solutions,NAV Calculation,Reconciliation,2022-03-05,882
Sunburst Solutions,NAV Calculation,Corporate Action,2023-06-03,361
Sunburst Solutions,NAV Calculation,Trade Execution,2019-04-05,111
Sunburst Solutions,Advisory Services,Corporate Action,2019-02-03,137
Sunburst Solutions,Advisory Services,Reconciliation,2021-06-22,477
Sunburst Solutions,Advisory Services,Trade Execution,2021-05-26,217
Sunburst Solutions,Advisory Services,Reconciliation,2023-12-12,675
Sunburst Solutions,Advisory Services,Onboarding,2019-11-22,905
Sunburst Solutions,Advisory Services,Onboarding,2019-07-11,680
Sunburst Solutions,Advisory Services,Contract Renewal,2020-05-27,94
Sunburst Solutions,Advisory Services,Contract Renewal,2022-09-22,935
Sunburst Solutions,Advisory Services,Reconciliation,2019-04-17,415
Sunburst Solutions,Advisory Services,Onboarding,2023-01-26,726
Sunburst Solutions,Advisory Services,Contract Termination,2021-05-29,681
Sunburst Solutions,Advisory Services,Cash Settlement,2022-12-12,107
Sunburst Solutions,Advisory Services,Trade Execution,2020-03-13,498
Sunburst Solutions,Advisory Services,Cash Settlement,2019-09-29,617
Sunburst Solutions,Equity and Fixed Income,Contract Termination,2021-11-29,706
Sunburst Solutions,Equity and Fixed Income,Corporate Action,2019-01-20,18
Sunburst Solutions,Equity and Fixed Income,Contract Renewal,2023-08-01,133
Sunburst Solutions,Equity and Fixed Income,FX Transaction,2022-11-22,145
Sunburst Solutions,Equity and Fixed Income,Corporate Action,2019-05-26,244
Sunburst Solutions,Equity and Fixed Income,FX Transaction,2019-07-02,758
Sunburst Solutions,Equity and Fixed Income,Cash Settlement,2019-07-31,330
Sunburst Solutions,Equity and Fixed Income,Contract Renewal,2023-12-10,316
Sunburst Solutions,Equity and Fixed Income,Reconciliation,2021-02-22,802
Sunburst Solutions,Equity and Fixed Income,Reconciliation,2022-08-06,703
Sunburst Solutions,Equity and Fixed Income,Reconciliation,2019-05-21,553
Sunburst Solutions,Equity and Fixed Income,Trade Execution,2022-06-03,675
Sunburst Solutions,Equity and Fixed Income,Reconciliation,2021-06-20,369
Sunburst Solutions,Equity and Fixed Income,Contract Termination,2022-07-10,776
Sunburst Solutions,Security Finances,Reconciliation,2021-04-23,640
Sunburst Solutions,Security Finances,Corporate Action,2023-10-28,232
Sunburst Solutions,Security Finances,Cash Settlement,2019-07-25,153
Sunburst Solutions,Security Finances,Cash Settlement,2022-04-22,757
Sunburst Solutions,Security Finances,FX Transaction,2020-12-20,996
Sunburst Solutions,Security Finances,FX Transaction,2020-10-06,820
Sunburst Solutions,Security Finances,Reconciliation,2020-05-22,293
Sunburst Solutions,Security Finances,Cash Settlement,2020-05-23,576
Sunburst Solutions,Security Finances,Onboarding,2023-05-15,973
Sunburst Solutions,Security Finances,Trade Execution,2023-10-03,877
Sunburst Solutions,Security Finances,Onboarding,2020-02-25,540
Sunburst Solutions,Security Finances,Inquiry,2020-01-22,0
Sunburst Solutions,Security Finances,FX Transaction,2020-08-28,671
Sunburst Solutions,Security Finances,Trade Execution,2023-05-25,929
Sunburst Solutions,Custody,Contract Termination,2021-10-10,405
Sunburst Solutions,Custody,Cash Settlement,2020-05-08,521
Sunburst Solutions,Custody,Cash Settlement,2021-12-17,920
Sunburst Solutions,Custody,Trade Execution,2021-01-09,966
Sunburst Solutions,Custody,Contract Renewal,2019-09-28,406
Sunburst Solutions,Custody,FX Transaction,2021-01-18,569
Sunburst Solutions,Custody,Reconciliation,2023-04-12,492
Sunburst Solutions,Custody,Cash Settlement,2019-02-04,611
Sunburst Solutions,Custody,Cash Settlement,2019-01-29,278
Sunburst Solutions,Custody,Contract Termination,2019-03-23,954
Sunburst Solutions,Custody,Trade Execution,2023-06-05,417
Sunburst Solutions,Custody,Inquiry,2020-08-09,0
Sunburst Solutions,Custody,Inquiry,2023-04-21,0
Sunburst Solutions,Custody,FX Transaction,2021-05-17,728
Sunburst Solutions,Trade Settlements,FX Transaction,2019-06-18,665
Sunburst Solutions,Trade Settlements,Inquiry,2022-01-06,0
Sunburst Solutions,Trade Settlements,Reconciliation,2020-07-22,95
Sunburst Solutions,Trade Settlements,Onboarding,2019-06-11,533
Sunburst Solutions,Trade Settlements,Contract Termination,2023-07-13,169
Sunburst Solutions,Trade Settlements,Inquiry,2020-10-31,0
Sunburst Solutions,Trade Settlements,FX Transaction,2022-04-16,659
Sunburst Solutions,Trade Settlements,Cash Settlement,2020-09-27,725
Sunburst Solutions,Trade Settlements,FX Transaction,2023-02-03,986
Sunburst Solutions,Trade Settlements,Contract Termination,2019-04-29,260
Sunburst Solutions,Trade Settlements,Cash Settlement,2021-06-08,128
Sunburst Solutions,Trade Settlements,Corporate Action,2022-06-07,633
Sunburst Solutions,Trade Settlements,Trade Execution,2020-09-25,692
Sunburst Solutions,Trade Settlements,Reconciliation,2019-09-02,22
Omega Dynamics,Equity and Fixed Income,Reconciliation,2022-12-07,21
Omega Dynamics,Equity and Fixed Income,Reconciliation,2021-10-13,985
Omega Dynamics,Equity and Fixed Income,Contract Renewal,2021-12-07,539
Omega Dynamics,Equity and Fixed Income,Onboarding,2019-12-08,390
Omega Dynamics,Equity and Fixed Income,Reconciliation,2023-03-16,809
Omega Dynamics,Equity and Fixed Income,Onboarding,2023-02-10,917
Omega Dynamics,Equity and Fixed Income,Cash Settlement,2023-04-29,931
Omega Dynamics,Equity and Fixed Income,Trade Execution,2020-11-17,836
Omega Dynamics,Equity and Fixed Income,FX Transaction,2020-07-11,546
Omega Dynamics,Equity and Fixed Income,Cash Settlement,2020-06-22,739
Omega Dynamics,Equity and Fixed Income,Cash Settlement,2021-10-13,476
Omega Dynamics,Equity and Fixed Income,Inquiry,2021-01-07,0
Omega Dynamics,Equity and Fixed Income,Trade Execution,2021-10-20,889
Omega Dynamics,Equity and Fixed Income,Reconciliation,2021-01-23,171
Omega Dynamics,Trade Settlements,Onboarding,2023-05-03,115
Omega Dynamics,Trade Settlements,Cash Settlement,2020-04-12,768
Omega Dynamics,Trade Settlements,Inquiry,2019-01-06,0
Omega Dynamics,Trade Settlements,Trade Execution,2023-10-25,893
Omega Dynamics,Trade Settlements,Trade Execution,2020-05-15,57
Omega Dynamics,Trade Settlements,Corporate Action,2021-01-15,402
Omega Dynamics,Trade Settlements,Reconciliation,2020-01-02,963
Omega Dynamics,Trade Settlements,Trade Execution,2022-02-06,832
Omega Dynamics,Trade Settlements,FX Transaction,2020-04-04,339
Omega Dynamics,Trade Settlements,Contract Termination,2021-05-02,947
Omega Dynamics,Trade Settlements,Contract Renewal,2020-07-09,855
Omega Dynamics,Trade Settlements,Cash Settlement,2022-03-16,391
Omega Dynamics,Trade Settlements,Cash Settlement,2021-10-25,699
Omega Dynamics,Trade Settlements,Trade Execution,2020-01-03,238
Omega Dynamics,Currency Management,Inquiry,2019-04-05,0
Omega Dynamics,Currency Management,FX Transaction,2019-05-22,908
Omega Dynamics,Currency Management,Corporate Action,2023-11-09,299
Omega Dynamics,Currency Management,Onboarding,2020-11-01,98
Omega Dynamics,Currency Management,Inquiry,2021-07-24,0
Omega Dynamics,Currency Management,Trade Execution,2021-01-25,215
Omega Dynamics,Currency Management,Onboarding,2022-02-28,813
Omega Dynamics,Currency Management,Onboarding,2023-02-23,647
Omega Dynamics,Currency Management,Contract Termination,2021-08-08,387
Omega Dynamics,Currency Management,Corporate Action,2023-05-02,804
Omega Dynamics,Currency Management,Contract Termination,2023-02-09,932
Omega Dynamics,Currency Management,Inquiry,2023-04-07,0
Omega Dynamics,Currency Management,Contract Termination,2019-11-05,16
Omega Dynamics,Currency Management,FX Transaction,2019-02-18,248
Omega Dynamics,NAV Calculation,Inquiry,2020-12-10,0
Omega Dynamics,NAV Calculation,Trade Execution,2020-11-17,11
Omega Dynamics,NAV Calculation,FX Transaction,2023-10-05,765
Omega Dynamics,NAV Calculation,Onboarding,2019-08-01,220
Omega Dynamics,NAV Calculation,Inquiry,2020-05-02,0
Omega Dynamics,NAV Calculation,FX Transaction,2021-10-04,994
Omega Dynamics,NAV Calculation,Trade Execution,2019-10-19,738
Omega Dynamics,NAV Calculation,Onboarding,2019-07-10,54
Omega Dynamics,NAV Calculation,Contract Termination,2023-09-28,542
Omega Dynamics,NAV Calculation,FX Transaction,2022-12-06,927
Omega Dynamics,NAV Calculation,Contract Renewal,2021-07-27,775
Omega Dynamics,NAV Calculation,Cash Settlement,2022-04-04,107
Omega Dynamics,NAV Calculation,Inquiry,2019-10-01,0
Omega Dynamics,NAV Calculation,FX Transaction,2019-06-03,616
Omega Dynamics,Security Finances,Trade Execution,2021-06-09,688
Omega Dynamics,Security Finances,Reconciliation,2020-04-29,308
Omega Dynamics,Security Finances,Onboarding,2023-10-09,332
Omega Dynamics,Security Finances,FX Transaction,2022-12-06,861
Omega Dynamics,Security Finances,Contract Renewal,2020-10-13,473
Omega Dynamics,Security Finances,Onboarding,2020-04-23,86
Omega Dynamics,Security Finances,Contract Termination,2019-10-06,808
Omega Dynamics,Security Finances,Cash Settlement,2019-11-15,118
Omega Dynamics,Security Finances,Reconciliation,2021-07-09,487
Omega Dynamics,Security Finances,Contract Renewal,2021-04-12,133
Omega Dynamics,Security Finances,Inquiry,2021-01-03,0
Omega Dynamics,Security Finances,Contract Termination,2021-07-14,325
Omega Dynamics,Security Finances,Corporate Action,2020-06-26,882
Omega Dynamics,Security Finances,Cash Settlement,2019-07-05,171
DynaCore Industries,Security Finances,Onboarding,2023-08-20,731
DynaCore Industries,Security Finances,Trade Execution,2020-03-16,865
DynaCore Industries,Security Finances,Contract Renewal,2019-10-31,103
DynaCore Industries,Security Finances,Contract Termination,2020-12-29,415
DynaCore Industries,Security Finances,Inquiry,2019-04-11,0
DynaCore Industries,Security Finances,Onboarding,2020-06-16,849
DynaCore Industries,Security Finances,Reconciliation,2019-03-05,984
DynaCore Industries,Security Finances,FX Transaction,2023-10-17,473
DynaCore Industries,Security Finances,Inquiry,2023-03-13,0
DynaCore Industries,Security Finances,Inquiry,2020-05-26,0
DynaCore Industries,Security Finances,Cash Settlement,2021-08-04,114
DynaCore Industries,Security Finances,Reconciliation,2019-09-06,22
DynaCore Industries,Security Finances,Trade Execution,2023-08-28,809
DynaCore Industries,Security Finances,Contract Termination,2019-09-25,212
DynaCore Industries,Trade Settlements,FX Transaction,2021-02-01,712
DynaCore Industries,Trade Settlements,Cash Settlement,2022-04-07,610
DynaCore Industries,Trade Settlements,Onboarding,2023-07-23,86
DynaCore Industries,Trade Settlements,Trade Execution,2019-05-13,212
DynaCore Industries,Trade Settlements,Corporate Action,2023-07-16,141
DynaCore Industries,Trade Settlements,Cash Settlement,2023-10-02,859
DynaCore Industries,Trade Settlements,Contract Renewal,2019-09-08,53
DynaCore Industries,Trade Settlements,Corporate Action,2019-04-14,182
DynaCore Industries,Trade Settlements,FX Transaction,2023-08-10,751
DynaCore Industries,Trade Settlements,FX Transaction,2021-10-13,40
DynaCore Industries,Trade Settlements,FX Transaction,2022-10-31,446
DynaCore Industries,Trade Settlements,Reconciliation,2020-12-25,229
DynaCore Industries,Trade Settlements,Reconciliation,2020-07-17,296
DynaCore Industries,Trade Settlements,Corporate Action,2023-12-15,162
DynaCore Industries,Equity and Fixed Income,Trade Execution,2022-06-11,644
DynaCore Industries,Equity and Fixed Income,Contract Termination,2022-08-18,312
DynaCore Industries,Equity and Fixed Income,Corporate Action,2021-04-23,913
DynaCore Industries,Equity and Fixed Income,Inquiry,2021-09-08,0
DynaCore Industries,Equity and Fixed Income,Trade Execution,2019-06-29,296
DynaCore Industries,Equity and Fixed Income,FX Transaction,2019-10-09,439
DynaCore Industries,Equity and Fixed Income,Contract Termination,2022-08-09,915
DynaCore Industries,Equity and Fixed Income,Inquiry,2020-05-25,0
DynaCore Industries,Equity and Fixed Income,Inquiry,2023-06-16,0
DynaCore Industries,Equity and Fixed Income,Trade Execution,2021-02-22,810
DynaCore Industries,Equity and Fixed Income,Contract Renewal,2021-09-09,567
DynaCore Industries,Equity and Fixed Income,Corporate Action,2020-12-05,944
DynaCore Industries,Equity and Fixed Income,Inquiry,2020-10-20,0
DynaCore Industries,Equity and Fixed Income,FX Transaction,2020-07-07,194
Synergy Ventures,Trade Settlements,Trade Execution,2020-10-15,621
Synergy Ventures,Trade Settlements,Contract Termination,2019-03-02,927
Synergy Ventures,Trade Settlements,Onboarding,2019-04-30,838
Synergy Ventures,Trade Settlements,Corporate Action,2021-12-20,376
Synergy Ventures,Trade Settlements,Contract Termination,2019-11-23,112
Synergy Ventures,Trade Settlements,Contract Termination,2022-09-07,256
Synergy Ventures,Trade Settlements,Onboarding,2021-12-28,845
Synergy Ventures,Trade Settlements,Trade Execution,2023-04-14,980
Synergy Ventures,Trade Settlements,Contract Termination,2022-03-25,876
Synergy Ventures,Trade Settlements,FX Transaction,2020-12-27,967
Synergy Ventures,Trade Settlements,Reconciliation,2019-12-27,252
Synergy Ventures,Trade Settlements,Contract Renewal,2023-07-10,765
Synergy Ventures,Trade Settlements,Contract Renewal,2022-04-26,38
Synergy Ventures,Trade Settlements,Contract Renewal,2022-03-08,587
Synergy Ventures,Security Finances,Reconciliation,2022-02-27,981
Synergy Ventures,Security Finances,Contract Termination,2023-09-10,839
Synergy Ventures,Security Finances,Corporate Action,2022-01-15,326
Synergy Ventures,Security Finances,Reconciliation,2021-10-01,48
Synergy Ventures,Security Finances,Cash Settlement,2019-04-26,248
Synergy Ventures,Security Finances,Contract Termination,2019-02-10,549
Synergy Ventures,Security Finances,Corporate Action,2019-01-02,349
Synergy Ventures,Security Finances,Contract Termination,2023-07-10,143
Synergy Ventures,Security Finances,Contract Renewal,2023-01-08,191
Synergy Ventures,Security Finances,Contract Renewal,2019-05-02,32
Synergy Ventures,Security Finances,Reconciliation,2022-04-16,731
Synergy Ventures,Security Finances,Reconciliation,2023-05-05,123
Synergy Ventures,Security Finances,Inquiry,2023-10-29,0
Synergy Ventures,Security Finances,Contract Renewal,2019-05-29,392
Synergy Ventures,Currency Management,FX Transaction,2022-04-15,113
Synergy Ventures,Currency Management,Contract Renewal,2020-09-10,340
Synergy Ventures,Currency Management,Reconciliation,2019-11-19,759
Synergy Ventures,Currency Management,FX Transaction,2023-06-10,664
Synergy Ventures,Currency Management,Corporate Action,2022-08-22,334
Synergy Ventures,Currency Management,Reconciliation,2022-12-19,585
Synergy Ventures,Currency Management,Contract Renewal,2020-04-02,691
Synergy Ventures,Currency Management,Reconciliation,2021-02-13,324
Synergy Ventures,Currency Management,Onboarding,2019-09-18,191
Synergy Ventures,Currency Management,Trade Execution,2022-12-08,981
Synergy Ventures,Currency Management,FX Transaction,2023-10-09,799
Synergy Ventures,Currency Management,Trade Execution,2020-01-08,626
Synergy Ventures,Currency Management,Contract Renewal,2023-07-15,1000
Synergy Ventures,Currency Management,Contract Termination,2022-08-02,589
Synergy Ventures,Digital Assets,Cash Settlement,2021-10-13,154
Synergy Ventures,Digital Assets,Contract Renewal,2023-03-07,89
Synergy Ventures,Digital Assets,Contract Termination,2020-12-11,337
Synergy Ventures,Digital Assets,Reconciliation,2022-07-26,916
Synergy Ventures,Digital Assets,Cash Settlement,2023-08-10,735
Synergy Ventures,Digital Assets,Contract Renewal,2021-07-03,21
Synergy Ventures,Digital Assets,Onboarding,2020-03-05,265
Synergy Ventures,Digital Assets,Cash Settlement,2020-12-18,272
Synergy Ventures,Digital Assets,Cash Settlement,2023-01-15,11
Synergy Ventures,Digital Assets,Trade Execution,2021-03-01,458
Synergy Ventures,Digital Assets,FX Transaction,2019-12-07,915
Synergy Ventures,Digital Assets,FX Transaction,2021-10-06,912
Synergy Ventures,Digital Assets,FX Transaction,2020-12-20,569
Synergy Ventures,Digital Assets,FX Transaction,2019-07-27,858
Synergy Ventures,Custody,Corporate Action,2023-06-04,894
Synergy Ventures,Custody,Contract Termination,2019-11-30,472
Synergy Ventures,Custody,Cash Settlement,2023-06-25,876
Synergy Ventures,Custody,Trade Execution,2020-08-26,30
Synergy Ventures,Custody,Contract Renewal,2020-06-18,984
Synergy Ventures,Custody,Cash Settlement,2019-06-01,360
Synergy Ventures,Custody,Reconciliation,2023-12-24,394
Synergy Ventures,Custody,Reconciliation,2023-02-08,86
Synergy Ventures,Custody,Inquiry,2019-07-10,0
Synergy Ventures,Custody,Contract Renewal,2022-05-01,638
Synergy Ventures,Custody,Corporate Action,2022-12-13,41
Synergy Ventures,Custody,FX Transaction,2022-08-31,178
Synergy Ventures,Custody,FX Transaction,2019-11-18,64
Synergy Ventures,Custody,Cash Settlement,2020-11-09,220
Synergy Ventures,Equity and Fixed Income,Contract Termination,2021-04-18,723
Synergy Ventures,Equity and Fixed Income,Inquiry,2023-01-18,0
Synergy Ventures,Equity and Fixed Income,Inquiry,2020-06-27,0
Synergy Ventures,Equity and Fixed Income,Onboarding,2020-09-01,253
Synergy Ventures,Equity and Fixed Income,Cash Settlement,2019-04-12,412
Synergy Ventures,Equity and Fixed Income,Inquiry,2023-09-17,0
Synergy Ventures,Equity and Fixed Income,Corporate Action,2019-11-11,65
Synergy Ventures,Equity and Fixed Income,Contract Renewal,2019-01-08,447
Synergy Ventures,Equity and Fixed Income,Cash Settlement,2020-08-26,853
Synergy Ventures,Equity and Fixed Income,Corporate Action,2020-02-13,109
Synergy Ventures,Equity and Fixed Income,Trade Execution,2020-02-28,184
Synergy Ventures,Equity and Fixed Income,Onboarding,2019-06-17,494
Synergy Ventures,Equity and Fixed Income,Cash Settlement,2020-09-23,813
Synergy Ventures,Equity and Fixed Income,FX Transaction,2021-08-22,510
Synergy Ventures,Advisory Services,Onboarding,2019-07-06,667
Synergy Ventures,Advisory Services,Inquiry,2021-03-04,0
Synergy Ventures,Advisory Services,Reconciliation,2021-01-29,916
Synergy Ventures,Advisory Services,FX Transaction,2021-01-26,201
Synergy Ventures,Advisory Services,Corporate Action,2019-04-02,279
Synergy Ventures,Advisory Services,Corporate Action,2021-08-10,279
Synergy Ventures,Advisory Services,Contract Termination,2023-09-11,285
Synergy Ventures,Advisory Services,Trade Execution,2019-11-06,780
Synergy Ventures,Advisory Services,Cash Settlement,2019-06-25,694
Synergy Ventures,Advisory Services,Contract Renewal,2023-07-14,564
Synergy Ventures,Advisory Services,FX Transaction,2023-03-30,613
Synergy Ventures,Advisory Services,Contract Termination,2022-02-07,72
Synergy Ventures,Advisory Services,FX Transaction,2023-08-04,545
Synergy Ventures,Advisory Services,FX Transaction,2022-01-01,713
Synergy Ventures,NAV Calculation,Corporate Action,2022-03-18,912
Synergy Ventures,NAV Calculation,Contract Termination,2021-09-02,316
Synergy Ventures,NAV Calculation,Cash Settlement,2021-03-19,934
Synergy Ventures,NAV Calculation,Trade Execution,2021-10-25,594
Synergy Ventures,NAV Calculation,Inquiry,2023-06-28,0
Synergy Ventures,NAV Calculation,Reconciliation,2019-09-04,982
Synergy Ventures,NAV Calculation,Corporate Action,2019-12-21,981
Synergy Ventures,NAV Calculation,Reconciliation,2020-03-09,837
Synergy Ventures,NAV Calculation,Contract Termination,2019-09-16,53
Synergy Ventures,NAV Calculation,FX Transaction,2019-06-10,709
Synergy Ventures,NAV Calculation,FX Transaction,2020-02-18,852
Synergy Ventures,NAV Calculation,Reconciliation,2023-09-05,619
Synergy Ventures,NAV Calculation,Onboarding,2020-10-16,942
Synergy Ventures,NAV Calculation,Cash Settlement,2019-06-28,407
Synergy Ventures,Hedge Fund Services,Inquiry,2021-03-24,0
Synergy Ventures,Hedge Fund Services,Inquiry,2020-10-29,0
Synergy Ventures,Hedge Fund Services,Onboarding,2021-11-30,479
Synergy Ventures,Hedge Fund Services,Trade Execution,2023-05-30,727
Synergy Ventures,Hedge Fund Services,Inquiry,2023-05-20,0
Synergy Ventures,Hedge Fund Services,FX Transaction,2019-08-19,434
Synergy Ventures,Hedge Fund Services,Reconciliation,2019-10-31,590
Synergy Ventures,Hedge Fund Services,Cash Settlement,2019-08-05,586
Synergy Ventures,Hedge Fund Services,Cash Settlement,2023-05-29,302
Synergy Ventures,Hedge Fund Services,Inquiry,2023-12-08,0
Synergy Ventures,Hedge Fund Services,Contract Renewal,2023-12-03,430
Synergy Ventures,Hedge Fund Services,Onboarding,2021-02-23,680
Synergy Ventures,Hedge Fund Services,Corporate Action,2022-03-17,633
Synergy Ventures,Hedge Fund Services,Corporate Action,2019-03-18,186
QuantumCraft Inc.,Multi Asset Class Sol,Onboarding,2021-04-05,157
QuantumCraft Inc.,Multi Asset Class Sol,FX Transaction,2019-03-21,415
QuantumCraft Inc.,Multi Asset Class Sol,Contract Renewal,2022-11-15,253
QuantumCraft Inc.,Multi Asset Class Sol,Trade Execution,2023-03-08,496
QuantumCraft Inc.,Multi Asset Class Sol,Onboarding,2021-02-01,30
QuantumCraft Inc.,Multi Asset Class Sol,Contract Renewal,2023-08-02,822
QuantumCraft Inc.,Multi Asset Class Sol,Onboarding,2020-09-28,297
QuantumCraft Inc.,Multi Asset Class Sol,Corporate Action,2023-10-24,722
QuantumCraft Inc.,Multi Asset Class Sol,Cash Settlement,2023-11-15,243
QuantumCraft Inc.,Multi Asset Class Sol,Reconciliation,2020-09-07,771
QuantumCraft Inc.,Multi Asset Class Sol,Corporate Action,2023-05-05,855
QuantumCraft Inc.,Multi Asset Class Sol,Contract Renewal,2020-07-05,756
QuantumCraft Inc.,Multi Asset Class Sol,FX Transaction,2022-05-23,671
QuantumCraft Inc.,Multi Asset Class Sol,Cash Settlement,2020-01-20,462
QuantumCraft Inc.,Custody,Contract Termination,2023-08-15,426
QuantumCraft Inc.,Custody,Corporate Action,2023-04-05,538
QuantumCraft Inc.,Custody,Contract Renewal,2023-08-09,67
QuantumCraft Inc.,Custody,Inquiry,2023-06-09,0
QuantumCraft Inc.,Custody,Reconciliation,2019-05-15,328
QuantumCraft Inc.,Custody,Inquiry,2021-04-06,0
QuantumCraft Inc.,Custody,Reconciliation,2023-05-18,881
QuantumCraft Inc.,Custody,Inquiry,2023-12-06,0
QuantumCraft Inc.,Custody,Trade Execution,2019-12-22,207
QuantumCraft Inc.,Custody,Contract Termination,2023-09-11,69
QuantumCraft Inc.,Custody,Contract Termination,2019-03-09,477
QuantumCraft Inc.,Custody,Trade Execution,2021-01-08,731
QuantumCraft Inc.,Custody,Contract Termination,2020-07-15,387
QuantumCraft Inc.,Custody,Corporate Action,2021-10-31,416
QuantumCraft Inc.,Digital Assets,Cash Settlement,2022-10-27,41
QuantumCraft Inc.,Digital Assets,Contract Termination,2021-02-01,510
QuantumCraft Inc.,Digital Assets,Corporate Action,2019-12-30,993
QuantumCraft Inc.,Digital Assets,Corporate Action,2022-04-16,574
QuantumCraft Inc.,Digital Assets,Contract Renewal,2020-12-06,177
QuantumCraft Inc.,Digital Assets,Onboarding,2023-03-14,860
QuantumCraft Inc.,Digital Assets,Cash Settlement,2020-08-06,38
QuantumCraft Inc.,Digital Assets,FX Transaction,2019-04-12,176
QuantumCraft Inc.,Digital Assets,Contract Termination,2023-10-22,236
QuantumCraft Inc.,Digital Assets,Contract Termination,2022-10-19,221
QuantumCraft Inc.,Digital Assets,Onboarding,2022-08-27,429
QuantumCraft Inc.,Digital Assets,Inquiry,2019-02-11,0
QuantumCraft Inc.,Digital Assets,Trade Execution,2021-08-28,943
QuantumCraft Inc.,Digital Assets,Reconciliation,2022-08-18,187
QuantumCraft Inc.,Advisory Services,Trade Execution,2020-04-03,268
QuantumCraft Inc.,Advisory Services,Onboarding,2022-12-30,1000
QuantumCraft Inc.,Advisory Services,Onboarding,2021-05-17,926
QuantumCraft Inc.,Advisory Services,FX Transaction,2023-10-11,367
