client,year,service,roi,cost,feedback
Synergy Ventures,2010,Trade Settlements,70,61.78810860469456,1
Synergy Ventures,2010,Currency Management,65,92.81612577637281,3
Synergy Ventures,2010,Custody,96,50,1
Synergy Ventures,2011,NAV Calculation,20,50,5
Synergy Ventures,2011,Currency Management,15,100,5
Synergy Ventures,2011,Currency Management,6,50,4
Synergy Ventures,2011,Custody,67,56.511943593300714,2
Synergy Ventures,2011,Hedge Fund Services,33,63.30086398980799,5
Synergy Ventures,2011,Security Finances,94,50,2
Synergy Ventures,2012,Custody,69,50,1
Synergy Ventures,2012,Currency Management,62,50,3
Synergy Ventures,2012,Hedge Fund Services,87,89.24806932907937,4
Synergy Ventures,2013,Multi Asset Class Sol,7,90.65868562186509,2
Synergy Ventures,2013,Hedge Fund Services,60,100,5
Synergy Ventures,2014,Currency Management,25,100,4
Synergy Ventures,2014,NAV Calculation,88,60.00764727485236,1
Synergy Ventures,2014,Custody,100,100,5
Synergy Ventures,2015,Security Finances,22,100,5
Synergy Ventures,2015,Security Finances,29,83.05377945606935,5
Synergy Ventures,2015,Custody,54,100,2
Synergy Ventures,2015,Security Finances,93,100,5
Synergy Ventures,2015,Equity and Fixed Income,49,89.48692403850606,2
Synergy Ventures,2015,Multi Asset Class Sol,51,100,1
Synergy Ventures,2015,Digital Assets,28,94.04534451513106,3
Synergy Ventures,2015,Multi Asset Class Sol,84,100,2
Synergy Ventures,2015,Multi Asset Class Sol,92,100,5
Synergy Ventures,2015,Currency Management,51,60.544197962102764,3
Synergy Ventures,2016,Advisory Services,78,61.5711624817326,3
Synergy Ventures,2016,Trade Settlements,81,50,3
Synergy Ventures,2016,Trade Settlements,64,88.88516678972167,3
Synergy Ventures,2016,Trade Settlements,45,50,2
Synergy Ventures,2016,Custody,44,50,2
Synergy Ventures,2016,Security Finances,6,50,2
Synergy Ventures,2017,Trade Settlements,68,61.81924397546668,2
Synergy Ventures,2017,Multi Asset Class Sol,92,50,5
Synergy Ventures,2017,Trade Settlements,18,87.29251897620068,2
Synergy Ventures,2017,Currency Management,68,50,4
Synergy Ventures,2017,Advisory Services,54,85.79378770844394,3
Synergy Ventures,2017,Equity and Fixed Income,100,50,1
Synergy Ventures,2017,Equity and Fixed Income,27,50,1
Synergy Ventures,2017,Digital Assets,64,50,4
Synergy Ventures,2017,NAV Calculation,64,50,3
Synergy Ventures,2017,Custody,66,61.36204468608142,3
Synergy Ventures,2018,Digital Assets,76,96.14295136843823,3
Synergy Ventures,2018,Currency Management,74,50,2
Synergy Ventures,2018,Trade Settlements,8,100,5
Synergy Ventures,2018,Custody,69,50,4
Synergy Ventures,2018,Advisory Services,7,87.88969326026738,5
Synergy Ventures,2018,Advisory Services,100,100,4
Synergy Ventures,2018,Multi Asset Class Sol,78,95.62966281675072,3
Synergy Ventures,2019,Equity and Fixed Income,30,50,3
Synergy Ventures,2019,NAV Calculation,5,71.28987225846109,1
Synergy Ventures,2019,Hedge Fund Services,21,100,1
Synergy Ventures,2019,Equity and Fixed Income,88,91.31767529240469,3
Synergy Ventures,2019,Custody,88,100,5
Synergy Ventures,2019,Custody,81,100,2
Synergy Ventures,2019,Equity and Fixed Income,66,66.05760754368097,5
Synergy Ventures,2019,Equity and Fixed Income,66,100,4
Synergy Ventures,2020,Multi Asset Class Sol,51,100,2
Synergy Ventures,2020,Currency Management,96,61.295799297398446,2
Synergy Ventures,2021,Multi Asset Class Sol,68,50,1
Synergy Ventures,2021,Advisory Services,81,50,3
Synergy Ventures,2021,Security Finances,99,85.06810210827398,1
Synergy Ventures,2021,Currency Management,51,50,5
Synergy Ventures,2021,Trade Settlements,98,100,5
Synergy Ventures,2021,Multi Asset Class Sol,12,65.89074937245238,3
Synergy Ventures,2021,NAV Calculation,97,50,5
Synergy Ventures,2022,Custody,43,100,5
Synergy Ventures,2022,Multi Asset Class Sol,10,70.89430468931243,4
Synergy Ventures,2022,Currency Management,11,74.31359399629581,2
Synergy Ventures,2022,Trade Settlements,92,50,3
Synergy Ventures,2022,Trade Settlements,50,50.47529978039628,5
Synergy Ventures,2022,Security Finances,77,53.28337915269068,5
Synergy Ventures,2022,Hedge Fund Services,49,50,2
Synergy Ventures,2022,Multi Asset Class Sol,18,66.82231199302976,1
Synergy Ventures,2022,Equity and Fixed Income,98,55.598056144382895,3
Synergy Ventures,2022,Currency Management,85,50,1
QuantumCraft Inc.,2010,Multi Asset Class Sol,29,50,2
QuantumCraft Inc.,2010,Custody,93,80.81408534394498,1
QuantumCraft Inc.,2010,Advisory Services,19,50,4
QuantumCraft Inc.,2010,Trade Settlements,99,99.16166457797176,1
QuantumCraft Inc.,2010,Multi Asset Class Sol,83,100,3
QuantumCraft Inc.,2011,NAV Calculation,17,100,3
QuantumCraft Inc.,2011,Security Finances,71,100,2
QuantumCraft Inc.,2011,Security Finances,67,56.68761865355106,1
QuantumCraft Inc.,2011,Security Finances,21,50,1
QuantumCraft Inc.,2011,Hedge Fund Services,79,75.04814189188477,1
QuantumCraft Inc.,2011,Equity and Fixed Income,80,71.36962986933604,2
QuantumCraft Inc.,2012,NAV Calculation,46,100,2
QuantumCraft Inc.,2012,Equity and Fixed Income,11,81.79806270277322,5
QuantumCraft Inc.,2012,Custody,100,72.28731648819034,5
QuantumCraft Inc.,2013,Security Finances,38,50,5
QuantumCraft Inc.,2013,Multi Asset Class Sol,48,100,2
QuantumCraft Inc.,2013,Digital Assets,13,53.43344155488703,4
QuantumCraft Inc.,2013,NAV Calculation,88,100,4
QuantumCraft Inc.,2013,Equity and Fixed Income,5,72.0749076092973,2
QuantumCraft Inc.,2013,Digital Assets,13,73.78198270516955,2
QuantumCraft Inc.,2013,NAV Calculation,60,100,5
QuantumCraft Inc.,2014,Security Finances,42,100,4
QuantumCraft Inc.,2014,Digital Assets,16,100,5
QuantumCraft Inc.,2014,Custody,34,100,4
QuantumCraft Inc.,2015,Equity and Fixed Income,63,64.4969562874221,3
QuantumCraft Inc.,2015,Hedge Fund Services,42,58.64613757518969,5
QuantumCraft Inc.,2015,Advisory Services,45,100,5
QuantumCraft Inc.,2015,NAV Calculation,6,100,5
QuantumCraft Inc.,2015,Security Finances,15,100,3
QuantumCraft Inc.,2015,Hedge Fund Services,39,100,2
QuantumCraft Inc.,2015,Security Finances,38,100,1
QuantumCraft Inc.,2016,Trade Settlements,33,100,4
QuantumCraft Inc.,2017,Custody,92,100,3
QuantumCraft Inc.,2017,Equity and Fixed Income,15,79.60227106771563,3
QuantumCraft Inc.,2017,Hedge Fund Services,46,100,4
QuantumCraft Inc.,2017,Equity and Fixed Income,46,100,5
QuantumCraft Inc.,2017,Currency Management,73,100,3
QuantumCraft Inc.,2017,NAV Calculation,55,100,4
QuantumCraft Inc.,2017,Hedge Fund Services,73,92.8416023654338,4
QuantumCraft Inc.,2017,Currency Management,16,100,3
QuantumCraft Inc.,2018,Security Finances,66,100,1
QuantumCraft Inc.,2018,NAV Calculation,84,52.86759712639221,1
QuantumCraft Inc.,2018,Multi Asset Class Sol,63,91.29122735292455,5
QuantumCraft Inc.,2018,NAV Calculation,11,100,1
QuantumCraft Inc.,2018,Equity and Fixed Income,31,80.44112725257759,4
QuantumCraft Inc.,2019,Digital Assets,88,71.78048149380601,3
QuantumCraft Inc.,2019,Multi Asset Class Sol,75,100,4
QuantumCraft Inc.,2019,NAV Calculation,46,53.68736024961338,1
QuantumCraft Inc.,2019,Digital Assets,70,64.39594987832177,5
QuantumCraft Inc.,2019,Custody,94,100,4
QuantumCraft Inc.,2019,Custody,2,87.84928998936039,2
QuantumCraft Inc.,2019,Hedge Fund Services,90,100,3
QuantumCraft Inc.,2019,Multi Asset Class Sol,91,50.31980873582883,3
QuantumCraft Inc.,2019,Trade Settlements,62,98.75364994766305,1
QuantumCraft Inc.,2019,Currency Management,72,100,3
QuantumCraft Inc.,2020,Custody,15,81.27184092563024,1
QuantumCraft Inc.,2020,Multi Asset Class Sol,82,100,3
QuantumCraft Inc.,2020,NAV Calculation,52,100,1
QuantumCraft Inc.,2020,Multi Asset Class Sol,75,100,5
QuantumCraft Inc.,2020,NAV Calculation,17,100,1
QuantumCraft Inc.,2020,NAV Calculation,74,100,1
QuantumCraft Inc.,2020,Digital Assets,70,100,2
QuantumCraft Inc.,2020,Digital Assets,20,100,2
QuantumCraft Inc.,2021,Digital Assets,30,100,2
QuantumCraft Inc.,2022,Multi Asset Class Sol,62,100,5
QuantumCraft Inc.,2022,Equity and Fixed Income,54,100,4
QuantumCraft Inc.,2022,Multi Asset Class Sol,31,100,3
QuantumCraft Inc.,2022,Custody,1,73.57104783721675,2
InnovateX Solutions,2010,Digital Assets,3,73.07197510333914,3
InnovateX Solutions,2010,Hedge Fund Services,18,50,4
InnovateX Solutions,2010,Custody,36,92.60377245681616,4
InnovateX Solutions,2011,Hedge Fund Services,69,100,4
InnovateX Solutions,2011,NAV Calculation,85,100,1
InnovateX Solutions,2011,Hedge Fund Services,43,100,2
InnovateX Solutions,2011,Custody,90,100,3
InnovateX Solutions,2011,Hedge Fund Services,63,100,3
InnovateX Solutions,2011,Advisory Services,43,52.25681562692492,1
InnovateX Solutions,2012,Digital Assets,46,100,5
InnovateX Solutions,2012,Hedge Fund Services,74,100,1
InnovateX Solutions,2012,NAV Calculation,79,50,3
InnovateX Solutions,2012,Multi Asset Class Sol,20,50,5
InnovateX Solutions,2013,Trade Settlements,89,92.58201470990748,4
InnovateX Solutions,2013,Security Finances,19,50,2
InnovateX Solutions,2013,Hedge Fund Services,24,79.61086704701313,5
InnovateX Solutions,2013,Digital Assets,100,77.06286985158343,5
InnovateX Solutions,2014,Trade Settlements,72,50,3
InnovateX Solutions,2014,Advisory Services,90,50,4
InnovateX Solutions,2015,Trade Settlements,67,50,5
InnovateX Solutions,2015,Currency Management,28,50,1
InnovateX Solutions,2015,Currency Management,33,50,4
InnovateX Solutions,2015,Equity and Fixed Income,25,71.4391528877066,2
InnovateX Solutions,2015,Multi Asset Class Sol,57,75.9336606787377,3
InnovateX Solutions,2015,NAV Calculation,52,100,2
InnovateX Solutions,2015,Multi Asset Class Sol,79,50,3
InnovateX Solutions,2015,Hedge Fund Services,66,50,2
InnovateX Solutions,2015,Advisory Services,92,50,2
InnovateX Solutions,2015,Advisory Services,65,50,2
InnovateX Solutions,2016,Hedge Fund Services,66,100,3
InnovateX Solutions,2016,Advisory Services,69,50,3
InnovateX Solutions,2016,Digital Assets,31,100,1
InnovateX Solutions,2016,Custody,55,50,4
InnovateX Solutions,2017,Equity and Fixed Income,87,50,5
InnovateX Solutions,2017,Equity and Fixed Income,75,80.03673730729928,1
InnovateX Solutions,2017,Hedge Fund Services,39,50,5
InnovateX Solutions,2017,Equity and Fixed Income,72,50,5
InnovateX Solutions,2017,Security Finances,100,97.62654268600772,3
InnovateX Solutions,2017,Currency Management,31,50,2
InnovateX Solutions,2017,Multi Asset Class Sol,18,71.54069598502409,3
InnovateX Solutions,2017,Digital Assets,15,95.95963764454417,2
InnovateX Solutions,2018,Digital Assets,84,87.18505751323477,4
InnovateX Solutions,2018,Hedge Fund Services,49,100,3
InnovateX Solutions,2018,NAV Calculation,86,92.419205048577,5
InnovateX Solutions,2019,Equity and Fixed Income,84,77.8136184696738,3
InnovateX Solutions,2019,Multi Asset Class Sol,1,99.9715520115658,3
InnovateX Solutions,2020,Hedge Fund Services,89,96.7126921105687,1
InnovateX Solutions,2020,Digital Assets,6,95.29701124137353,2
InnovateX Solutions,2020,Security Finances,98,83.4356810636299,4
InnovateX Solutions,2020,Custody,57,100,4
InnovateX Solutions,2020,Advisory Services,35,100,1
InnovateX Solutions,2021,Custody,39,71.33959600821956,3
InnovateX Solutions,2022,Multi Asset Class Sol,42,72.82316628419316,3
InnovateX Solutions,2022,Currency Management,63,100,5
Moonshot Technologies,2010,Security Finances,58,50,3
Moonshot Technologies,2010,Currency Management,15,91.4093653515578,2
Moonshot Technologies,2010,Trade Settlements,32,91.36002431847928,2
Moonshot Technologies,2010,Currency Management,75,100,1
Moonshot Technologies,2010,NAV Calculation,73,79.95211861843075,2
Moonshot Technologies,2010,Hedge Fund Services,38,50,1
Moonshot Technologies,2010,Digital Assets,3,50,3
Moonshot Technologies,2010,Security Finances,67,100,5
Moonshot Technologies,2010,Hedge Fund Services,60,63.12101591977024,3
Moonshot Technologies,2011,Currency Management,37,64.03844228912533,4
Moonshot Technologies,2011,Currency Management,36,100,5
Moonshot Technologies,2011,Digital Assets,91,50,4
Moonshot Technologies,2011,Currency Management,57,69.46445421448345,3
Moonshot Technologies,2011,Multi Asset Class Sol,99,50,4
Moonshot Technologies,2011,Digital Assets,50,50,2
Moonshot Technologies,2012,Multi Asset Class Sol,49,50,1
Moonshot Technologies,2012,NAV Calculation,42,85.31624296003426,3
Moonshot Technologies,2012,Advisory Services,63,52.01850240157693,5
Moonshot Technologies,2012,Equity and Fixed Income,21,50,3
Moonshot Technologies,2012,Equity and Fixed Income,57,50,1
Moonshot Technologies,2012,Equity and Fixed Income,79,99.76900733415931,4
Moonshot Technologies,2012,Multi Asset Class Sol,69,73.8923750845296,4
Moonshot Technologies,2012,Advisory Services,68,66.26372508320893,5
Moonshot Technologies,2012,Custody,78,50,1
Moonshot Technologies,2012,Currency Management,50,94.00660303933446,1
Moonshot Technologies,2013,Trade Settlements,83,64.89791975114493,2
Moonshot Technologies,2013,Multi Asset Class Sol,70,100,4
Moonshot Technologies,2013,Multi Asset Class Sol,99,83.26086131201033,5
Moonshot Technologies,2013,Security Finances,9,100,3
Moonshot Technologies,2013,Digital Assets,34,94.38048956938934,3
Moonshot Technologies,2014,Hedge Fund Services,77,87.78153582599818,1
Moonshot Technologies,2014,Trade Settlements,61,100,1
Moonshot Technologies,2014,Equity and Fixed Income,45,50,2
Moonshot Technologies,2014,Digital Assets,49,100,5
Moonshot Technologies,2014,Digital Assets,28,52.3124694334527,2
Moonshot Technologies,2014,Equity and Fixed Income,6,100,3
Moonshot Technologies,2014,Hedge Fund Services,40,82.41894769778607,5
Moonshot Technologies,2014,Equity and Fixed Income,71,100,1
Moonshot Technologies,2015,Equity and Fixed Income,59,100,3
Moonshot Technologies,2015,Custody,98,100,2
Moonshot Technologies,2016,Digital Assets,1,100,4
Moonshot Technologies,2016,Multi Asset Class Sol,2,100,5
Moonshot Technologies,2016,Advisory Services,74,51.09096390861927,3
Moonshot Technologies,2016,Currency Management,61,59.760037632521815,4
Moonshot Technologies,2016,Advisory Services,39,100,5
Moonshot Technologies,2016,NAV Calculation,7,100,2
Moonshot Technologies,2016,NAV Calculation,62,56.97215745090836,5
Moonshot Technologies,2017,Advisory Services,14,50,4
Moonshot Technologies,2017,Custody,87,68.18183626374412,2
Moonshot Technologies,2017,Custody,71,50,1
Moonshot Technologies,2017,Currency Management,91,50,2
Moonshot Technologies,2018,Digital Assets,92,50,2
Moonshot Technologies,2018,Multi Asset Class Sol,72,50,3
Moonshot Technologies,2018,Equity and Fixed Income,86,100,2
Moonshot Technologies,2018,Trade Settlements,52,50,2
Moonshot Technologies,2018,Multi Asset Class Sol,51,66.22376534469485,2
Moonshot Technologies,2018,Custody,62,96.60045901920057,2
Moonshot Technologies,2018,Currency Management,78,73.54217484038999,5
Moonshot Technologies,2018,Security Finances,39,50,1
Moonshot Technologies,2018,Trade Settlements,89,99.83202271463927,4
Moonshot Technologies,2019,Advisory Services,36,100,5
Moonshot Technologies,2019,Advisory Services,1,100,3
Moonshot Technologies,2019,Security Finances,19,80.5351818104391,5
Moonshot Technologies,2020,Equity and Fixed Income,45,100,3
Moonshot Technologies,2020,Equity and Fixed Income,60,66.47183288556522,1
Moonshot Technologies,2020,Custody,72,100,2
Moonshot Technologies,2020,Equity and Fixed Income,39,100,2
Moonshot Technologies,2020,Digital Assets,74,50,4
Moonshot Technologies,2020,Advisory Services,78,71.2605688320115,4
Moonshot Technologies,2020,Multi Asset Class Sol,14,100,1
Moonshot Technologies,2021,Equity and Fixed Income,39,50,3
Moonshot Technologies,2021,Digital Assets,95,100,3
Moonshot Technologies,2021,Custody,66,85.17020710617393,4
Moonshot Technologies,2021,Security Finances,67,100,1
Moonshot Technologies,2021,Advisory Services,4,100,4
Moonshot Technologies,2022,Security Finances,72,90.05351556281877,4
Apex Innovations,2010,Digital Assets,85,50,4
Apex Innovations,2011,Security Finances,2,50,2
Apex Innovations,2011,Equity and Fixed Income,73,50,2
Apex Innovations,2011,Advisory Services,63,93.69523844876173,2
Apex Innovations,2011,Currency Management,21,98.76169240633611,2
Apex Innovations,2011,Currency Management,74,67.43299161882955,3
Apex Innovations,2011,Currency Management,37,50,1
Apex Innovations,2011,Security Finances,62,50,1
Apex Innovations,2011,Security Finances,69,73.81519622811581,1
Apex Innovations,2011,Custody,96,50,4
Apex Innovations,2011,Hedge Fund Services,48,50,1
Apex Innovations,2012,Custody,88,90.0771386825884,3
Apex Innovations,2012,Digital Assets,92,100,1
Apex Innovations,2012,Equity and Fixed Income,61,99.922600531023,3
Apex Innovations,2012,Security Finances,22,50,1
Apex Innovations,2012,Equity and Fixed Income,41,50,4
Apex Innovations,2012,Multi Asset Class Sol,71,100,4
Apex Innovations,2012,Equity and Fixed Income,34,50,2
Apex Innovations,2013,NAV Calculation,75,50,3
Apex Innovations,2014,Currency Management,69,50,2
Apex Innovations,2014,Multi Asset Class Sol,30,95.0035714349126,4
Apex Innovations,2015,Digital Assets,98,100,4
Apex Innovations,2015,Currency Management,7,97.56045981067597,2
Apex Innovations,2015,Advisory Services,17,100,2
Apex Innovations,2015,NAV Calculation,59,100,3
Apex Innovations,2015,Equity and Fixed Income,79,100,2
Apex Innovations,2015,NAV Calculation,95,100,5
Apex Innovations,2015,Trade Settlements,4,100,5
Apex Innovations,2016,Currency Management,75,78.35090526342012,1
Apex Innovations,2016,NAV Calculation,41,50,1
Apex Innovations,2016,Currency Management,92,100,4
Apex Innovations,2016,Multi Asset Class Sol,37,70.92912203914636,2
Apex Innovations,2016,Multi Asset Class Sol,43,100,4
Apex Innovations,2016,Advisory Services,83,50,2
Apex Innovations,2016,Security Finances,95,100,5
Apex Innovations,2016,Equity and Fixed Income,25,51.67102627966251,4
Apex Innovations,2017,Trade Settlements,15,100,1
Apex Innovations,2017,Digital Assets,75,50,5
Apex Innovations,2017,Advisory Services,30,100,5
Apex Innovations,2017,NAV Calculation,83,50,5
Apex Innovations,2017,Custody,32,50,1
Apex Innovations,2017,Hedge Fund Services,41,96.53349959290827,1
Apex Innovations,2017,NAV Calculation,34,81.1923439631208,1
Apex Innovations,2017,Digital Assets,46,100,1
Apex Innovations,2018,Digital Assets,44,100,1
Apex Innovations,2018,Multi Asset Class Sol,22,100,1
Apex Innovations,2018,Advisory Services,73,100,3
Apex Innovations,2018,Advisory Services,76,100,5
Apex Innovations,2019,Custody,70,100,2
Apex Innovations,2019,Equity and Fixed Income,94,100,3
Apex Innovations,2019,Advisory Services,20,90.44326061111322,3
Apex Innovations,2019,Security Finances,67,90.66456113451406,3
Apex Innovations,2019,Security Finances,11,50,5
Apex Innovations,2019,Hedge Fund Services,64,53.67919887058322,4
Apex Innovations,2019,NAV Calculation,11,100,1
Apex Innovations,2020,Currency Management,41,72.28778494850873,4
Apex Innovations,2020,Security Finances,49,100,1
Apex Innovations,2020,Multi Asset Class Sol,59,100,2
Apex Innovations,2020,Trade Settlements,43,61.0332934716659,1
Apex Innovations,2020,Currency Management,34,100,1
Apex Innovations,2020,Equity and Fixed Income,81,97.24137844454998,1
Apex Innovations,2020,NAV Calculation,58,100,3
Apex Innovations,2021,NAV Calculation,45,51.197871911471,1
Apex Innovations,2021,Equity and Fixed Income,87,100,5
Apex Innovations,2021,Multi Asset Class Sol,8,50,2
Apex Innovations,2022,Multi Asset Class Sol,10,84.41322325487249,5
Apex Innovations,2022,Trade Settlements,36,50,1
FusionWorks Group,2010,Digital Assets,95,53.10025817376717,2
FusionWorks Group,2010,Digital Assets,44,100,5
FusionWorks Group,2010,Security Finances,49,100,4
FusionWorks Group,2010,Currency Management,84,100,1
FusionWorks Group,2010,Custody,9,50,1
FusionWorks Group,2010,Advisory Services,42,100,1
FusionWorks Group,2010,Advisory Services,86,72.69137289976115,2
FusionWorks Group,2011,Hedge Fund Services,96,69.8925681034406,3
FusionWorks Group,2012,Multi Asset Class Sol,77,50,3
FusionWorks Group,2012,Custody,32,100,4
FusionWorks Group,2012,Advisory Services,26,95.06866251009109,2
FusionWorks Group,2012,Currency Management,16,65.5325662375152,1
FusionWorks Group,2012,Digital Assets,15,69.4987408749061,5
FusionWorks Group,2013,Hedge Fund Services,43,54.84869825738013,2
FusionWorks Group,2013,Digital Assets,89,50,3
FusionWorks Group,2013,Currency Management,50,87.33676316349616,1
FusionWorks Group,2013,Custody,13,50,1
FusionWorks Group,2013,NAV Calculation,42,50,3
FusionWorks Group,2013,Currency Management,13,50,2
FusionWorks Group,2013,Equity and Fixed Income,69,100,5
FusionWorks Group,2013,Trade Settlements,32,100,3
FusionWorks Group,2014,Digital Assets,67,100,4
FusionWorks Group,2014,NAV Calculation,63,100,5
FusionWorks Group,2015,Digital Assets,83,100,2
FusionWorks Group,2015,Equity and Fixed Income,89,100,2
FusionWorks Group,2015,Advisory Services,34,51.392595567978425,3
FusionWorks Group,2015,Advisory Services,21,100,4
FusionWorks Group,2015,Advisory Services,96,92.30616706885502,3
FusionWorks Group,2016,NAV Calculation,94,100,4
FusionWorks Group,2016,Equity and Fixed Income,56,100,2
FusionWorks Group,2016,Custody,34,97.08505571645466,1
FusionWorks Group,2016,Digital Assets,88,62.37388822336267,2
FusionWorks Group,2016,Hedge Fund Services,4,52.09079222595391,4
FusionWorks Group,2016,Security Finances,99,100,4
FusionWorks Group,2016,Trade Settlements,31,100,3
FusionWorks Group,2016,Trade Settlements,67,100,2
FusionWorks Group,2016,Custody,67,100,5
FusionWorks Group,2017,Hedge Fund Services,83,85.87427717074135,5
FusionWorks Group,2017,Equity and Fixed Income,55,100,2
FusionWorks Group,2017,Multi Asset Class Sol,86,50,4
FusionWorks Group,2018,Trade Settlements,80,56.58347189237523,1
FusionWorks Group,2018,Currency Management,25,51.49854588068534,1
FusionWorks Group,2018,Trade Settlements,97,50,3
FusionWorks Group,2018,Equity and Fixed Income,90,53.09236137506125,5
FusionWorks Group,2018,Multi Asset Class Sol,54,57.489689129071024,1
FusionWorks Group,2018,Equity and Fixed Income,41,74.33225078591198,5
FusionWorks Group,2019,NAV Calculation,41,100,3
FusionWorks Group,2019,Custody,98,50,2
FusionWorks Group,2020,Multi Asset Class Sol,88,50,3
FusionWorks Group,2021,Security Finances,54,74.44416614512204,4
FusionWorks Group,2021,Equity and Fixed Income,46,50,5
FusionWorks Group,2021,Equity and Fixed Income,85,50,3
FusionWorks Group,2021,Digital Assets,8,50,2
FusionWorks Group,2022,Digital Assets,31,50,2
FusionWorks Group,2022,Equity and Fixed Income,14,59.08694108488886,1
FusionWorks Group,2022,Security Finances,77,68.38557686481201,3
FusionWorks Group,2022,Custody,92,50,4
FusionWorks Group,2022,Hedge Fund Services,15,50,2
FusionWorks Group,2022,Advisory Services,97,93.71719487996758,1
FusionWorks Group,2022,Custody,8,50,5
FusionWorks Group,2022,Digital Assets,78,50,5
FusionWorks Group,2022,Equity and Fixed Income,74,50,4
